0 0 0 0
32768 0 0 0
32768 2048 0 0
32768 4096 0 0
32768 6144 0 0
32768 8192 0 0
32768 10240 0 0
32768 12288 0 0
32768 14336 0 0
32768 16384 0 0
32768 18432 0 0
32768 20480 0 0
32768 22528 0 0
32768 24576 0 0
32768 26624 0 0
32768 28672 0 0
32768 30720 30720 30720
32768 32768 30720 30720
32768 34816 30720 30720
32768 36864 30720 30720
32768 38912 30720 30720
32768 40960 30720 30720
32768 43008 30720 30720
32768 45056 30720 30720
32768 47104 30720 30720
32768 49152 30720 30720
32768 51200 30720 30720
32768 53248 30720 30720
32768 55296 30720 30720
32768 57344 30720 30720
32768 59392 30720 30720
32768 61440 30720 30720
32768 63488 32768 2048
32768 65536 32768 2048
32768 67584 32768 2048
32768 69632 32768 2048
32768 71680 32768 2048
32768 73728 32768 2048
32768 75776 32768 2048
32768 77824 32768 2048
32768 79872 32768 2048
32768 81920 32768 2048
32768 83968 32768 2048
32768 86016 32768 2048
32768 88064 32768 2048
32768 90112 32768 2048
32768 92160 32768 2048
32768 94208 32768 2048
32768 96256 32768 0
32768 98304 32768 0
32768 100352 32768 0
32768 102400 32768 0
32768 104448 32768 0
32768 106496 32768 0
32768 108544 32768 0
32768 110592 32768 0
32768 112640 32768 0
32768 114688 32768 0
32768 116736 32768 0
32768 118784 32768 0
32768 120832 32768 0
32768 122880 32768 0
32768 124928 32768 0
32768 126976 32768 0
32768 129024 32768 0
32768 131072 32768 0
32768 133120 32768 0
32768 135168 32768 0
32768 137216 32768 0
32768 139264 32768 0
32768 141312 32768 0
32768 143360 32768 0
32768 145408 32768 0
32768 147456 32768 0
32768 149504 32768 0
32768 151552 32768 0
32768 153600 32768 0
32768 155648 32768 0
32768 157696 32768 0
32768 159744 32768 0
32768 161792 32768 0
32768 163840 32768 0
32768 165888 32768 0
32768 167936 32768 0
32768 169984 32768 0
32768 172032 32768 0
32768 174080 32768 0
32768 176128 32768 0
32768 178176 32768 0
32768 180224 32768 0
32768 182272 32768 0
32768 184320 32768 0
32768 186368 32768 0
32768 188416 32768 0
32768 190464 32768 0
32768 192512 32768 0
32768 194560 32768 0
32768 196608 32768 0
32768 198656 32768 0
32768 200704 32768 0
32768 202752 32768 0
32768 204800 32768 0
32768 206848 32768 0
32768 208896 32768 0
32768 210944 32768 0
32768 212992 32768 0
32768 215040 32768 0
32768 217088 32768 0
32768 219136 32768 0
32768 221184 32768 0
32768 223232 32768 0
32768 225280 32768 0
32768 227328 32768 0
32768 229376 32768 0
32768 231424 32768 0
32768 233472 32768 0
32768 235520 32768 0
32768 237568 32768 0
32768 239616 32768 0
32768 241664 32768 0
32768 243712 32768 0
32768 245760 32768 0
32768 247808 32768 0
32768 249856 32768 0
32768 251904 32768 0
32768 253952 32768 0
32768 256000 32768 0
32768 258048 32768 0
32768 260096 32768 0
32768 262144 32768 0
32768 264192 32768 0
32768 266240 32768 0
32768 268288 32768 0
32768 270336 32768 0
32768 272384 32768 0
32768 274432 32768 0
32768 276480 32768 0
32768 278528 32768 0
32768 280576 32768 0
32768 282624 32768 0
32768 284672 32768 0
32768 286720 32768 0
32768 288768 32768 0
32768 290816 32768 0
32768 292864 32768 0
32768 294912 32768 0
32768 296960 32768 0
32768 299008 32768 0
32768 301056 32768 0
32768 303104 32768 0
32768 305152 32768 0
32768 307200 32768 0
32768 309248 32768 0
32768 311296 32768 0
32768 313344 32768 0
32768 315392 32768 0
32768 317440 32768 0
32768 319488 32768 0
32768 321536 32768 0
32768 323584 32768 0
32768 325632 32768 0
32768 327680 32768 0
32768 329728 32768 0
32768 331776 32768 0
32768 333824 32768 0
32768 335872 32768 0
32768 337920 32768 0
32768 339968 32768 0
32768 342016 32768 0
32768 344064 32768 0
32768 346112 32768 0
32768 348160 32768 0
32768 350208 32768 0
32768 352256 32768 0
32768 354304 32768 0
32768 356352 32768 0
32768 358400 32768 0
32768 360448 32768 0
32768 362496 32768 0
32768 364544 32768 0
32768 366592 32768 0
32768 368640 32768 0
32768 370688 32768 0
32768 372736 32768 0
32768 374784 32768 0
32768 376832 32768 0
32768 378880 32768 0
32768 380928 32768 0
32768 382976 32768 0
32768 385024 32768 0
32768 387072 32768 0
32768 389120 32768 0
32768 391168 32768 0
32768 393216 32768 0
32768 395264 32768 0
32768 397312 32768 0
32768 399360 32768 0
32768 401408 32768 0
32768 403456 32768 0
32768 405504 32768 0
32768 407552 32768 0
32768 409600 32768 0
32768 411648 32768 0
32768 413696 32768 0
32768 415744 32768 0
32768 417792 32768 0
32768 419840 32768 0
32768 421888 32768 0
32768 423936 32768 0
32768 425984 32768 0
32768 428032 32768 0
32768 430080 32768 0
32768 432128 32768 0
32768 434176 32768 0
32768 436224 32768 0
32768 438272 32768 0
32768 440320 32768 0
32768 442368 32768 0
32768 444416 32768 0
32768 446464 32768 0
32768 448512 32768 0
32768 450560 32768 0
32768 452608 32768 0
32768 454656 32768 0
32768 456704 32768 0
32768 458752 32768 0
32768 460800 32768 0
32768 462848 32768 0
32768 464896 32768 0
32768 466944 32768 0
32768 468992 32768 0
32768 471040 32768 0
32768 473088 32768 0
32768 475136 32768 0
32768 477184 32768 0
32768 479232 32768 0
32768 481280 32768 0
