    0     0
    0     0
    0     0
    0     0
    0     0
   -2    -1
   -1 -16386
 8688  8689
-12289    -2
10317 -10318
   -1 17854
-14934 -14934
23745    -1
-17939 17937
    0 -25832
17775 17775
-23415    -1
14747 -14750
    0 17706
-10052 -10051
10616    -2
-5041  5039
   -1 -3922
  794   795
 1174    -2
-2079  2078
   -1 -4168
 3455  3454
-5153     0
 3560 -3562
    0  4619
-2822 -2821
 3220    -2
-1692  1692
   -1 -1570
  564   565
 -124    -2
 -308   306
    0  -863
  816   817
-1322    -1
  971  -973
   -1  1332
 -860  -860
 1043    -1
 -594   593
   -1  -621
  284   284
 -202     0
   17   -20
    1  -118
  159   161
 -304    -2
  244  -244
    0   357
 -246  -245
  313    -2
 -190   190
   -2  -216
  113   111
 -104     0
   35   -38
    0     6
   20    21
  -59    -2
   55   -56
   -1    89
  -67   -66
   89    -1
  -58    56
    0   -69
   37    38
  -41    -2
   18   -18
   -2    11
   -1    -2
  -10     0
   10   -12
    0    19
  -17   -17
   22    -1
  -17    14
    0   -21
   12    11
  -14    -1
    5    -8
    0     5
   -3    -3
    0    -1
    0    -3
    0     2
   -4    -3
    4    -2
   -3     3
   -3    -6
    4     1
   -5     0
    1    -4
    0     1
   -1    -2
   -1     0
   -1    -2
    0     0
   -2    -1
    0    -2
    0     0
   -1    -2
    0     0
   -1     0
   -2    -1
    0    -3
    0     1
   -3    -2
    1    -3
    0     2
   -3    -3
    2    -2
   -1     1
   -3    -2
    1    -3
    0     1
   -2    -1
   -1    -2
    0     0
   -1     0
   -2    -1
    0    -3
    1     0
   -3     0
    0    -2
    0     0
   -1     0
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
    0    -2
   -1     0
    0    -1
   -2    -1
