0 0 0
57344 7168 8192
55552 19488 7936
50680 27895 10824
43706 32719 15091
35526 34443 19498
26915 33637 23234
18505 30905 25834
10778 26839 27101
4068 21984 27035
-1428 16818 25772
-5633 11730 23533
-8566 7022 20582
-10322 2905 17192
-11049 -493 13620
-10926 -3117 10091
-10147 -4972 6789
-8904 -6111 3848
-7377 -6619 1358
-5723 -6602 -637
-4073 -6177 -2129
-2529 -5459 -3141
-1165 -4557 -3721
-26 -3567 -3930
865 -2571 -3840
1507 -1632 -3523
1915 -797 -3051
2114 -95 -2488
2137 460 -1890
2022 864 -1303
1806 1126 -762
1524 1260 -290
1209 1286 97
887 1226 394
580 1102 602
304 936 727
70 748 779
-117 555 771
-256 369 717
-349 201 630
-400 57 522
-415 -60 405
-400 -147 288
-364 -206 179
-313 -240 82
-253 -251 1
-191 -244 -62
-130 -224 -108
-74 -194 -137
-26 -159 -152
13 -121 -154
43 -84 -146
64 -50 -131
76 -21 -111
81 3 -89
80 22 -66
74 35 -44
65 43 -25
54 47 -8
42 47 5
30 44 15
19 39 22
9 32 26
1 25 27
-6 18 26
-11 11 24
-14 5 20
-16 -1 16
-16 -5 11
-15 -8 7
-13 -10 3
-11 -11 -1
-9 -11 -4
-7 -11 -6
-5 -10 -8
-3 -9 -9
-1 -8 -9
1 -6 -9
2 -5 -9
3 -4 -8
4 -3 -7
4 -2 -6
4 -1 -5
4 0 -4
4 1 -3
3 1 -2
2 1 -2
1 1 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
0 0 -2
