    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
16382     0
12286     0
12285     0
14588     0
17851     0
21114     0
23741     0
25363     0
25825     0
25133     0
23409     0
20853     0
17703     0
14210     0
10613     0
 7125     0
 3918     0
 1123     0
-1176     0
-2941     0
-4167     0
-4886     0
-5152     0
-5037     0
-4620     0
-3988     0
-3221     0
-2393     0
-1569     0
 -800     0
 -125     0
  432     0
  857     0
 1150     0
 1316     0
 1369     0
 1326     0
 1208     0
 1036     0
  832     0
  614     0
  399     0
  200     0
   24     0
 -119     0
 -228     0
 -302     0
 -343     0
 -356     0
 -344     0
 -313     0
 -267     0
 -214     0
 -158     0
 -103     0
  -52     0
   -8     0
   27     0
   55     0
   74     0
   84     0
   86     0
   82     0
   74     0
   62     0
   49     0
   35     0
   21     0
    8     0
   -2     0
   -9     0
  -14     0
  -18     0
  -20     0
  -21     0
  -19     0
  -17     0
  -14     0
  -11     0
   -8     0
   -6     0
   -4     0
   -3     0
   -2     0
   -1     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
    0     0
